id,project_id,state,info
3596,253,,"[{'topic': 232, 'text': 'After a member of her family tested positive for COVID-19, the Chairwoman was tested for the virus. On Wednesday afternoon, she got confirmation she was COVID-19 positive. She has been at her home in Michigan since last Saturday,"" RNC spokesman Mike Reed said in a statement', 'caseNum': 1, 'end': 422, 'start': 148}, {'topic': 232, 'text': 'Ronna McDaniel, the chairwoman of the Republican National Committee, has tested positive for coronavirus, an RNC spokeman announced Friday.\n\n""After a member of her family tested positive for COVID-19, the Chairwoman was tested for the virus', 'caseNum': 1, 'end': 246, 'start': 6}, {'topic': 232, 'text': 'President Donald Trump announced overnight that he and first lady Melania Trump tested positive for the virus', 'caseNum': 2, 'end': 534, 'start': 425}, {'topic': 232, 'text': ""McDaniel's positive test was first reported by The New York Times.\n\nAs a top official, McDaniel frequently interacts with the President and other top Republican lawmakers. She was last with the President last Friday, according to the Times"", 'caseNum': 6, 'end': 776, 'start': 537}]"
3597,253,,"[{'topic': 232, 'text': 'In statements to reporters outside the White House, Meadows said that the president is experiencing ""mild symptoms.""\n\n""He has mild symptoms,"" Meadows admitted. ""The doctor will continue to provide expertise in the residence. He\'s in the residence now. In true fashion, [Trump] is probably critiquing the way I\'m answering these questions.""\n\nHe added, ""I can tell you that a number of us will be reporting back to him on the task at hand', 'caseNum': 1, 'end': 623, 'start': 187}, {'topic': 232, 'text': ""According to Meadows' Friday morning tweets, Vice President Pence and his wife, senior advisers Jared Kushner and Ivanka Trump, and Treasury Secretary Steven Mnuchin all tested negative for coronavirus as of Friday morning"", 'caseNum': 1, 'end': 1508, 'start': 1286}, {'topic': 232, 'text': 'In the early hours of Friday morning, Trump tweeted about his and the first Lady\'s COVID-19 diagnosis.\n\n\n\nHe wrote, ""Tonight, @FLOTUS and I tested positive for COVID-19. We will begin our quarantine and recovery process immediately. We will get through this TOGETHER!""\n\nPence, second lady, senior advisers test negative', 'caseNum': 2, 'end': 946, 'start': 627}, {'topic': 232, 'text': 'In a Friday morning letter, the White House physician said that Trump and the first lady were ""both well"" and that he anticipated the president would continue carrying out his presidential duties', 'caseNum': 3, 'end': 1283, 'start': 1088}, {'topic': 232, 'text': 'A spokesperson for the RNC told TheBlaze on Friday that GOP Chairwoman Ronna McDaniel received a positive COVID-19 diagnosis on Friday after coming in contact with an infected family member', 'caseNum': 4, 'end': 1746, 'start': 1557}, {'topic': 232, 'text': 'The spokesperson said, ""After a member of her family tested positive for COVID-19, the Chairwoman was tested for the virus. On Wednesday afternoon, she got confirmation she was COVID-19 positive. She has been at her home in Michigan since last Saturday', 'caseNum': 4, 'end': 2001, 'start': 1749}, {'topic': 232, 'text': 'McDaniel tweeted her well-wishes for the president and his wife on Friday morning.\n\n""Wishing @realDonaldTrump and @FLOTUS Melania Trump a speedy recovery,"" she wrote. ""We are praying for you', 'caseNum': 5, 'end': 2195, 'start': 2005}, {'topic': 234, 'text': 'We will get through this TOGETHER', 'caseNum': 1, 'end': 893, 'start': 860}, {'topic': 233, 'text': 'Trump and the first lady were ""both well"" and that he anticipated the president would continue carrying out his presidential duties', 'caseNum': 1, 'end': 1283, 'start': 1152}, {'topic': 233, 'text': 'He has mild symptoms', 'caseNum': 1, 'end': 326, 'start': 306}, {'topic': 233, 'text': ""The doctor will continue to provide expertise in the residence. He's in the residence now. In true fashion, [Trump] is probably critiquing the way I'm answering these questions"", 'caseNum': 1, 'end': 524, 'start': 348}]"
3611,253,,"[{'topic': 232, 'text': 'White House Physician Sean Conley announced in a letter he expected President Donald Trump to continue carrying out his duties as president, despite testing positive for the coronavirus', 'caseNum': 1, 'end': 185, 'start': 0}, {'topic': 232, 'text': 'Rest assured I expect the President to continue carrying out his duties without disruption while recovering, and I will keep you updated on any future developments,” U.S. Navy Commander physician Sean Conley wrote in a letter released to reporters', 'caseNum': 1, 'end': 436, 'start': 189}, {'topic': 232, 'text': 'If he becomes sick, it could raise questions about whether he should remain on the ballot at all,” the New York Times wrote on Friday morning', 'caseNum': 2, 'end': 742, 'start': 601}, {'topic': 232, 'text': 'CNN also spent time speculating about the succession of power as the president had tested positive', 'caseNum': 3, 'end': 842, 'start': 744}, {'topic': 232, 'text': 'Vice President Mike Pence did not announce any test results on Friday, but issued a statement confirming he was praying for the president and the first lady’s recovery', 'caseNum': 4, 'end': 1246, 'start': 1079}, {'topic': 232, 'text': 'Former Department of Homeland Security advisor and CNN analyst Juliette Kayyem reported on Twitter that the “Doomsday Planes” had been deployed just prior to the president’s announcement on Twitter', 'caseNum': 5, 'end': 1564, 'start': 1367}, {'topic': 232, 'text': 'In May, White House Press Secretary Kayleigh McEnany dismissed questions about presidential succession.\n\n“That’s not even something that we’re addressing,” McEnany said at the time. “We’re keeping the president healthy. We’re keeping the vice president healthy and, you know, they’re healthy at this moment and they’ll continue to be', 'caseNum': 6, 'end': 2160, 'start': 1827}, {'topic': 234, 'text': 'House Speaker Nancy Pelosi would fall second in line in presidential succession, a fact many on the left celebrated', 'caseNum': 1, 'end': 1364, 'start': 1249}, {'topic': 233, 'text': 'White House Physician Sean Conley announced in a letter he expected President Donald Trump to continue carrying out his duties as president, despite testing positive for the coronavirus.\n\n“Rest assured I expect the President to continue carrying out his duties without disruption while recovering, and I will keep you updated on any future developments,” U.S. Navy Commander physician Sean Conley wrote in a letter released to reporters', 'caseNum': 1, 'end': 436, 'start': 0}, {'topic': 233, 'text': 'The letter from Trump’s physician did not stop media outlets from speculating about the succession of power and whether Trump should even remain on the ballot.\n\n“If he becomes sick, it could raise questions about whether he should remain on the ballot at all,” the New York Times wrote on Friday morning. CNN also spent time speculating about the succession of power as the president had tested positive', 'caseNum': 2, 'end': 842, 'start': 439}, {'topic': 233, 'text': 'In May, White House Press Secretary Kayleigh McEnany dismissed questions about presidential succession.\n\n“That’s not even something that we’re addressing,” McEnany said at the time. “We’re keeping the president healthy. We’re keeping the vice president healthy and, you know, they’re healthy at this moment and they’ll continue to be', 'caseNum': 3, 'end': 2160, 'start': 1827}]"
3612,253,,"[{'topic': 232, 'text': 'President Donald Trump tweeted on his official social media account that he and first lady Melania Trump had tested positive for the coronavirus on Thursday evening.\n\n""Tonight, @FLOTUS and I tested positive for COVID-19,"" the president tweeted', 'caseNum': 1, 'end': 243, 'start': 0}, {'topic': 232, 'text': 'We will begin our quarantine and recovery process immediately. We will get through this TOGETHER!"" he added', 'caseNum': 1, 'end': 354, 'start': 247}, {'topic': 232, 'text': 'Hope Hicks, who has been working so hard without even taking a small break, has just tested positive for Covid 19. Terrible!"" he tweeted', 'caseNum': 1, 'end': 630, 'start': 494}, {'topic': 232, 'text': 'Sean Conley, the president\'s physician, released a memorandum about the first family.\n\n""This evening I received confirmation that both President Trump and First Lady Melania Trump have tested positive for the SARS-CoV-2 virus,"" read the statement.\n\n""The President and the First Lady are both well at this time, and they plan to remain at home within the White House during their convalescence,"" he continued.\n\n""The White House medical team and I will maintain a vigilant watch, and I appreciate the support provided by some of our country\'s greatest medical professionals and institutions,"" Conley concluded. ""Rest assured I expect the President to continue carrying out his duties without disruption while recovering, and I will keep you updated on any future developments', 'caseNum': 2, 'end': 1487, 'start': 714}, {'topic': 232, 'text': 'According to USA Today, the White House released an updated public schedule for the president early Friday in which his public events had been cancelled, including a planned rally in Florida', 'caseNum': 3, 'end': 1681, 'start': 1491}, {'topic': 232, 'text': 'The first lady also tweeted about her diagnosis.\n\n""We are feeling good & I have postponed all upcoming engagements. Please be sure you are staying safe & we will all get through this together,"" she tweeted', 'caseNum': 4, 'end': 1889, 'start': 1684}, {'topic': 233, 'text': 'President Donald Trump tweeted on his official social media account that he and first lady Melania Trump had tested positive for the coronavirus on Thursday evening.\n\n""Tonight, @FLOTUS and I tested positive for COVID-19,"" the president tweeted.\n\n""We will begin our quarantine and recovery process immediately. We will get through this TOGETHER!"" he added', 'caseNum': 1, 'end': 354, 'start': 0}, {'topic': 233, 'text': 'The first lady also tweeted about her diagnosis.\n\n""We are feeling good & I have postponed all upcoming engagements. Please be sure you are staying safe & we will all get through this together,"" she tweeted', 'caseNum': 1, 'end': 1889, 'start': 1684}, {'topic': 233, 'text': 'Sean Conley, the president\'s physician, released a memorandum about the first family.\n\n""This evening I received confirmation that both President Trump and First Lady Melania Trump have tested positive for the SARS-CoV-2 virus,"" read the statement.\n\n""The President and the First Lady are both well at this time, and they plan to remain at home within the White House during their convalescence,"" he continued.\n\n""The White House medical team and I will maintain a vigilant watch, and I appreciate the support provided by some of our country\'s greatest medical professionals and institutions,"" Conley concluded. ""Rest assured I expect the President to continue carrying out his duties without disruption while recovering, and I will keep you updated on any future developments', 'caseNum': 2, 'end': 1487, 'start': 714}, {'topic': 234, 'text': 'The president and the first lady indicated that they will go into quarantine', 'caseNum': 1, 'end': 709, 'start': 633}]"
3628,253,,"[{'topic': 232, 'text': 'South Carolina Gov. Henry McMaster says restaurants can now go back to 100 percent occupancy inside', 'caseNum': 1, 'end': 221, 'start': 122}, {'topic': 232, 'text': 'The governors said other restaurant safety guidelines – including the required use of face coverings for patrons and staff – remain in place for the now', 'caseNum': 1, 'end': 764, 'start': 612}, {'topic': 232, 'text': 'South Carolina is open for business” said Gov. Henry McMaster. “Our state’s approach has been a measured, deliberate, and targeted one - aimed at keeping our economy open and our people safe', 'caseNum': 1, 'end': 1135, 'start': 945}, {'topic': 232, 'text': 'The governor said other safety measures that are strongly encouraged', 'caseNum': 1, 'end': 1207, 'start': 1139}, {'topic': 233, 'text': 'The governor lifted a rule put in place for the coronavirus that limited indoor capacity to 50 percent', 'caseNum': 1, 'end': 102, 'start': 0}, {'topic': 233, 'text': 'South Carolina Gov. Henry McMaster says restaurants can now go back to 100 percent occupancy inside, lifting a restriction that had been in place for months due to the coronavirus.\n\nMcMaster issued Executive Order 2020-63 Friday afternoon. The measure, which is effective immediately, removes all occupancy limitations in restaurants throughout South Carolina. Previously, South Carolina’s restaurants were operating at 50 percent capacity, but now they can resume service at 100 percent', 'caseNum': 1, 'end': 609, 'start': 122}, {'topic': 233, 'text': 'The governors said other restaurant safety guidelines – including the required use of face coverings for patrons and staff – remain in place for the now. Additionally, the governor’s “last call order,” which doesn’t allow the sale or consumption of alcohol in restaurants after 11:00 PM, will remain in place until further notice', 'caseNum': 2, 'end': 941, 'start': 612}, {'topic': 233, 'text': 'The governor said other safety measures that are strongly encouraged, but are no longer required include the following:\n\nRestaurants should space indoor and outdoor tables 6 feet apart, to the extent possible.\n\nRestaurants should limit seating each table to no more than 8 customers and patrons, exclusive of family units or members of the same household.\n\nRestaurants should adopt and enforce a process to ensure that customers and patrons are able to maintain a minimum of 6 feet of separation from other parties while waiting to be seated.\n\nRestaurants should minimize, modify, or discontinue services that allow customers and patrons to fill or refill their own beverage cups', 'caseNum': 2, 'end': 1818, 'start': 1139}, {'topic': 233, 'text': 'South Carolina is open for business” said Gov. Henry McMaster. “Our state’s approach has been a measured, deliberate, and targeted one - aimed at keeping our economy open and our people safe', 'caseNum': 3, 'end': 1135, 'start': 945}]"
3629,253,,"[{'topic': 232, 'text': 'President Donald Trump arrived too late in Cleveland on Tuesday to get a COVID-19 test ahead of the debate, according to Chris Wallace, the event’s moderator', 'caseNum': 1, 'end': 157, 'start': 0}, {'topic': 232, 'text': 'Instead, the Fox News star revealed, there was an “honor system” for the two campaigns to have arrived having already tested negative', 'caseNum': 1, 'end': 292, 'start': 159}, {'topic': 232, 'text': 'The difference was I arrived on Sunday, you arrived on Monday,” Wallace explained. “They didn’t arrive until Tuesday afternoon. So for them to get tested, there wouldn’t have been enough time to have the test and have the debate at 9:00 that night. They didn’t show up until 3:00, 4:00, 5:00 in the afternoon. Yeah, there was an honor system when it came to the people that came into the hall from the two campaigns', 'caseNum': 1, 'end': 1393, 'start': 978}, {'topic': 232, 'text': 'Hemmer noted that it stressed that “Individuals traveling with both candidates including the candidates themselves had been tested and tested negative by their respective campaigns', 'caseNum': 2, 'end': 738, 'start': 558}, {'topic': 232, 'text': 'Hemmer further observed, “[The candidates] weren’t tested by the clinic based on the statement, Chris, and to me, that sounds like an honor system,” before noting that both he and Wallace were tested by the clinic prior to the event', 'caseNum': 2, 'end': 974, 'start': 742}, {'topic': 232, 'text': 'Early Friday morning, the president announced that he and his wife, first lady Melania Trump, both tested positive for COVID-19', 'caseNum': 3, 'end': 1524, 'start': 1397}, {'topic': 232, 'text': 'Trump confirmed Hope Hicks—one of his closest advisers who had traveled with the president multiple times in the past week, including to the debate—had also tested positive for the virus', 'caseNum': 3, 'end': 1871, 'start': 1685}, {'topic': 232, 'text': 'Every time you see him, he’s got a mask. He could be speaking 200 feet away from them, and he shows up with the biggest mask I’ve ever seen,” Trump said, before declaring that he only wears the protective gear “when needed', 'caseNum': 3, 'end': 2576, 'start': 2354}, {'topic': 232, 'text': 'during the debate itself, Trump continued to publicly dismiss the use of face coverings as a protective measure against COVID-19, at one point mocking his Democratic opponent for doing so', 'caseNum': 3, 'end': 2350, 'start': 2163}, {'topic': 232, 'text': 'Officials stressed that the couple has only experienced “mild” symptoms” and will quarantine at the White House residence', 'caseNum': 4, 'end': 1647, 'start': 1526}, {'topic': 232, 'text': 'the City of Cleveland revealed 11 individuals have tested positive “stemming from pre-debate planning and set-up” and that a majority of those cases occurred among out-of-state residents', 'caseNum': 5, 'end': 3026, 'start': 2840}, {'topic': 233, 'text': 'President Donald Trump arrived too late in Cleveland on Tuesday to get a COVID-19 test ahead of the debate, according to Chris Wallace, the event’s moderator. Instead, the Fox News star revealed, there was an “honor system” for the two campaigns to have arrived having already tested negative.\n\nWallace dropped that news while being interviewed Friday afternoon by fellow Fox anchor Bill Hemmer, who had also been in Cleveland for the first Trump-Biden showdown. Reading from a Cleveland Clinic statement following the president’s positive coronavirus test, Hemmer noted that it stressed that “Individuals traveling with both candidates including the candidates themselves had been tested and tested negative by their respective campaigns.”\n\nHemmer further observed, “[The candidates] weren’t tested by the clinic based on the statement, Chris, and to me, that sounds like an honor system,” before noting that both he and Wallace were tested by the clinic prior to the event.\n\n“The difference was I arrived on Sunday, you arrived on Monday,” Wallace explained. “They didn’t arrive until Tuesday afternoon. So for them to get tested, there wouldn’t have been enough time to have the test and have the debate at 9:00 that night. They didn’t show up until 3:00, 4:00, 5:00 in the afternoon. Yeah, there was an honor system when it came to the people that came into the hall from the two campaigns', 'caseNum': 1, 'end': 1393, 'start': 0}, {'topic': 233, 'text': 'Early Friday morning, the president announced that he and his wife, first lady Melania Trump, both tested positive for COVID-19. Officials stressed that the couple has only experienced “mild” symptoms” and will quarantine at the White House residence. The bombshell news came hours after Trump confirmed Hope Hicks—one of his closest advisers who had traveled with the president multiple times in the past week, including to the debate—had also tested positive for the virus', 'caseNum': 2, 'end': 1871, 'start': 1397}, {'topic': 233, 'text': 'A slew of Republican officials who have recently attended presidential events, including RNC Chairwoman Ronna McDaniel and Sen. Mike Lee (R-UT), have since revealed they have tested positive. Biden and his wife Jill both tested negative on Friday', 'caseNum': 2, 'end': 2826, 'start': 2580}, {'topic': 233, 'text': 'And during the debate itself, Trump continued to publicly dismiss the use of face coverings as a protective measure against COVID-19, at one point mocking his Democratic opponent for doing so.\n\n“Every time you see him, he’s got a mask. He could be speaking 200 feet away from them, and he shows up with the biggest mask I’ve ever seen,” Trump said, before declaring that he only wears the protective gear “when needed', 'caseNum': 3, 'end': 2576, 'start': 2159}, {'topic': 233, 'text': 'On Friday, the City of Cleveland revealed 11 individuals have tested positive “stemming from pre-debate planning and set-up” and that a majority of those cases occurred among out-of-state residents. It is not immediately clear if any of the members in Trump’s orbit were among the residents counted by Ohio state officials', 'caseNum': 4, 'end': 3151, 'start': 2829}, {'topic': 234, 'text': 'Several of Trump’s family members and inner circle who were in attendance Tuesday were seen not wearing masks inside the debate hall, despite the Cleveland Clinic’s rule requiring their use indoors. Furthermore, the entourage reportedly refused masks offered to them by clinic staff', 'caseNum': 1, 'end': 2156, 'start': 1874}, {'topic': 235, 'text': 'Several of Trump’s family members and inner circle who were in attendance Tuesday were seen not wearing masks inside the debate hall, despite the Cleveland Clinic’s rule requiring their use indoors. Furthermore, the entourage reportedly refused masks offered to them by clinic staff', 'caseNum': 1, 'end': 2156, 'start': 1874}]"
3630,253,,"[{'topic': 232, 'text': 'The Washington Post tweeted early Friday morning after President Donald Trump and First Lady Melania Trump were diagnosed with coronavirus: “Opinion: Imagine what it will be like to never have to think about Trump again', 'caseNum': 1, 'end': 219, 'start': 0}, {'topic': 232, 'text': 'President Trump tweeted news of the diagnosis.\n\nTonight, @FLOTUS and I tested positive for COVID-19. We will begin our quarantine and recovery process immediately. We will get through this TOGETHER! — Donald J. Trump (@realDonaldTrump) October 2, 2020', 'caseNum': 2, 'end': 538, 'start': 287}, {'topic': 232, 'text': 'a column by Eugene Robinson, which had been posted early Thursday afternoon and was unrelated to the news of Trump’s diagnosis.\n\nStill, the timing of the Post tweet made the column rather macabre reading:\n\nIf you are like me and you watched Tuesday’s debate with a voice in your head screaming make it stop, take heart: We have the power to do just that. We can evict President Trump from the territory he has forcibly seized in our minds. We can — we must — vote him out of our thoughts. We can remove this awful man from our collective headspace, which he has so thoroughly befouled. We can reclaim our serenity, our equilibrium, our sense 0f common humanity. We can return to a time when it was possible to go hours or even entire days without once thinking about what our president might be saying or doing. We can exhale', 'caseNum': 3, 'end': 1509, 'start': 684}, {'topic': 233, 'text': 'The Washington Post tweeted early Friday morning after President Donald Trump and First Lady Melania Trump were diagnosed with coronavirus: “Opinion: Imagine what it will be like to never have to think about Trump again.”\n\nThe ill-timed tweet was sent at 1:33 a.m. EDT, 39 minutes after President Trump tweeted news of the diagnosis.\n\nTonight, @FLOTUS and I tested positive for COVID-19. We will begin our quarantine and recovery process immediately. We will get through this TOGETHER! — Donald J. Trump (@realDonaldTrump) October 2, 2020', 'caseNum': 1, 'end': 538, 'start': 0}, {'topic': 233, 'text': 'The Post‘s twitter feed made the offending tweet seem like a reaction to the news, though the two articles were unrelated:\n\nThe tweet linked to a column by Eugene Robinson, which had been posted early Thursday afternoon and was unrelated to the news of Trump’s diagnosis', 'caseNum': 2, 'end': 810, 'start': 540}, {'topic': 233, 'text': 'Still, the timing of the Post tweet made the column rather macabre reading:\n\nIf you are like me and you watched Tuesday’s debate with a voice in your head screaming make it stop, take heart: We have the power to do just that. We can evict President Trump from the territory he has forcibly seized in our minds. We can — we must — vote him out of our thoughts. We can remove this awful man from our collective headspace, which he has so thoroughly befouled. We can reclaim our serenity, our equilibrium, our sense 0f common humanity. We can return to a time when it was possible to go hours or even entire days without once thinking about what our president might be saying or doing. We can exhale', 'caseNum': 3, 'end': 1509, 'start': 813}]"
3636,253,,"[{'topic': 232, 'text': 'Sen. Ron Johnson has tested positive for COVID-19, his office announced Saturday – making him the third senator to test positive in recent days', 'caseNum': 1, 'end': 143, 'start': 0}, {'topic': 232, 'text': 'His office said he feels healthy and is not experiencing symptoms', 'caseNum': 1, 'end': 322, 'start': 257}, {'topic': 232, 'text': 'Johnson, R-Wis., was tested Friday after being exposed to someone who has since tested positive for the virus. His office', 'caseNum': 1, 'end': 267, 'start': 146}, {'topic': 232, 'text': 'Johnson returned to Washington on Sept. 29, having been in quarantine for two weeks after being exposed to someone who tested positive earlier in the month. He was exposed shortly after returning to the capital, his office said. He was then tested Friday, which came back positive', 'caseNum': 1, 'end': 712, 'start': 432}, {'topic': 232, 'text': ""Fox News' Chad Pergram contributed to this report"", 'caseNum': 2, 'end': 1529, 'start': 1480}, {'topic': 234, 'text': ""RON JOHNSON'S 'BIG IDEA': DON'T STOP INVESTIGATING TRUMP-RUSSIA PROBE 'UNTIL WE HAVE UNCOVERED THE TRUTH"", 'caseNum': 1, 'end': 429, 'start': 325}, {'topic': 234, 'text': 'TRUMP WHITE HOUSE, CONGRESS FACING UNCLEAR CORONAVIRUS IMPLICATIONS', 'caseNum': 1, 'end': 1098, 'start': 1031}]"
3637,253,,"[{'topic': 232, 'text': 'MSNBC host Joy Reid raised eyebrows on Friday for suggesting that President Trump was fabricating his coronavirus diagnosis to ""get out of the debates', 'caseNum': 1, 'end': 150, 'start': 0}, {'topic': 232, 'text': 'However, hours before it was announced that the president was being transported to Walter Reed Medical Center for a lengthy hospital stay, the ""ReidOut"" host echoed claims that her ""friends"" were sending her via text', 'caseNum': 1, 'end': 511, 'start': 295}, {'topic': 232, 'text': 'Here’s how wrecked Trump’s credibility is at this point: I’ve got a cellphone full of texts from people who aren’t sure whether to believe Trump actually has covid. \'He lies so much,\' one friend just texted. \'Is he just doing this to get out of the debates?\' others are texting,"" Reid tweeted on Friday morning', 'caseNum': 1, 'end': 936, 'start': 626}, {'topic': 232, 'text': 'President Trump shocked the world late Thursday night when he revealed that he and First Lady Melania Trump had contracted the coronavirus', 'caseNum': 2, 'end': 292, 'start': 154}, {'topic': 232, 'text': '65K likes on this one from a national primetime host. Aged well with the president now on his way to Walter Reed,"" The Hill media reporter Joe Concha reacted', 'caseNum': 3, 'end': 1507, 'start': 1350}, {'topic': 232, 'text': ""CNN'S JAKE TAPPER SHAMES TRUMP FOLLOWING COROANVIRUS DIAGNOSIS: HE'S NOW A 'SYMBOL OF HIS OWN FAILURES"", 'caseNum': 4, 'end': 1612, 'start': 1510}, {'topic': 232, 'text': 'Your friends are basically Qanon but from the left, I’m not sure you’re doing you or them any favors by broadcasting this to the world..."" Fourth Watch media critic Steve Krakauer told Reid', 'caseNum': 4, 'end': 1805, 'start': 1616}, {'topic': 232, 'text': 't looks like the conspiracy theorist who hacked Joy Reid\'s blog has now apparently hacked her Twitter account too. Cyber security is a serious problem!"" Washington Examiner reporter Jerry Dunleavy quipped, referring to the MSNBC host\'s infamous blog post controversy', 'caseNum': 5, 'end': 2075, 'start': 1809}, {'topic': 232, 'text': 'Earlier in the day, Reid\'s colleague Stephanie Ruhle appeared to be thinking several steps ahead, asking House Speaker Nancy Pelosi, D-Pelosi, D-Calif., who the MSNBC host stressed was ""second in line for the presidency,"" whether the White House had ""contacted you about the continuity of government', 'caseNum': 6, 'end': 2377, 'start': 2078}, {'topic': 232, 'text': 'No they haven\'t,"" Pelosi responded to Ruhle', 'caseNum': 7, 'end': 2461, 'start': 2418}, {'topic': 232, 'text': ""But that is an ongoing- not with the White House but with the military, quite frankly, in terms of some officials in the government. But let us just all pray for the president's health and thank God the vice president has tested negatively and the second lady as well"", 'caseNum': 7, 'end': 2731, 'start': 2464}, {'topic': 233, 'text': ""Here’s how wrecked Trump’s credibility is at this point: I’ve got a cellphone full of texts from people who aren’t sure whether to believe Trump actually has covid. 'He lies so much,' one friend just texted. 'Is he just doing this to get out of the debates?' others are texting"", 'caseNum': 1, 'end': 903, 'start': 626}, {'topic': 233, 'text': ""t looks like the conspiracy theorist who hacked Joy Reid's blog has now apparently hacked her Twitter account too. Cyber security is a serious problem"", 'caseNum': 2, 'end': 1959, 'start': 1809}, {'topic': 234, 'text': ""HE'S NOW A 'SYMBOL OF HIS OWN FAILURES"", 'caseNum': 1, 'end': 1612, 'start': 1574}, {'topic': 234, 'text': 'Your friends are basically Qanon but from the left, I’m not sure you’re doing you or them any favors by broadcasting this to the world', 'caseNum': 2, 'end': 1750, 'start': 1616}]"
3638,253,,"[{'topic': 233, 'text': 'Former President Obama seemed to strive for a unifying tone Friday during a virtual fundraiser for Democratic presidential nominee Joe Biden. He said he and former first lady Michelle Obama were sending their “best wishes” to President Trump as he undergoes treatment for the coronavirus', 'caseNum': 1, 'end': 287, 'start': 0}, {'topic': 232, 'text': 'Former President Obama seemed to strive for a unifying tone Friday during a virtual fundraiser for Democratic presidential nominee Joe Biden. He said he and former first lady Michelle Obama were sending their “best wishes” to President Trump as he undergoes treatment for the coronavirus', 'caseNum': 1, 'end': 287, 'start': 0}, {'topic': 232, 'text': 'Although we’re in the midst of a big political fight, and we take that very seriously, we also want to extend our best wishes to the president of the United States, the first lady', 'caseNum': 1, 'end': 470, 'start': 291}, {'topic': 232, 'text': 'The 44th president said he hoped Trump, first lady Melania Trump and everyone else affected by the virus have a “speedy recovery', 'caseNum': 1, 'end': 742, 'start': 614}, {'topic': 232, 'text': 'He wrote a similar sentiment on Twitter on Friday: ""Let’s remember that we’re all Americans. We’re all human beings. And we want everyone to be healthy, no matter our party', 'caseNum': 1, 'end': 918, 'start': 746}, {'topic': 232, 'text': 'according to ABC News', 'caseNum': 2, 'end': 611, 'start': 590}, {'topic': 232, 'text': ""TRUMP TWEETS FROM HOSPITAL AS DOC CONFIRMS REMDESIVIR TREATMENT: 'GOING WELL, I THINK"", 'caseNum': 3, 'end': 1007, 'start': 922}, {'topic': 232, 'text': 'Biden also sent well wishes to the president and first lady while at a campaign stop in Michigan.\n\n“May God protect the First Family and every family that’s dealing with this virus,” he told supporters. “This cannot be a partisan moment', 'caseNum': 4, 'end': 1247, 'start': 1011}, {'topic': 232, 'text': 'Earlier, Biden tweeted, “Jill and I send our thoughts to President Trump and First Lady Melania Trump for a swift recovery. We will continue to pray for the health and safety of the president and his family', 'caseNum': 4, 'end': 1457, 'start': 1251}]"
